,0
665,520543.35668536206
666,1496389.0050860164
667,366667.744448708
668,362516.67277986277
669,552254.9271805242
670,548681.3736805696
671,537515.9779424985
672,373441.645596209
673,1677537.4806712572
674,267816.0992260325
675,370520.6094351908
676,520280.47313755925
677,948227.0159984055
678,732796.3393617248
679,315801.54403717397
680,783449.978825202
681,264881.7451768435
682,255546.7653954093
683,434057.3435614528
684,878968.3548085605
685,480527.6617096234
686,276780.2095001693
687,662400.7590278196
688,762353.1689399164
689,790717.7135686043
690,913261.4406359711
691,520768.88260414614
692,911879.9112418831
693,449553.7710495135
694,802030.9596765991
695,392391.8445963956
696,934173.3171053656
697,278545.2634146072
698,198687.96233216138
699,336344.10519159015
700,741531.2167155219
701,490274.4287268262
702,468479.6883490187
703,644816.3148505681
704,600595.975987559
705,589659.2489102398
706,404148.37991556746
707,393547.447818429
708,519139.08402444096
709,283290.9859702564
710,152650.81796810433
711,358428.2046371901
712,-113377.25367461637
713,355430.6698663784
714,650284.8554529573
715,302441.14228129084
716,476694.637956148
717,301930.59438627085
718,1362807.6867153859
719,344964.50788048503
720,547752.1009479108
721,99838.85731604847
722,479341.4997143545
723,71879.80200396181
724,502641.33387313306
725,624829.8752154544
726,488584.5621536006
727,338750.4474479682
728,550938.8223281838
729,341550.6093679394
730,426918.8230069785
731,444256.8308370031
732,1257042.8874540143
733,136905.4841844893
734,459784.47954685485
735,518127.1769873982
736,835480.7902637791
737,1604405.1052855994
738,1203167.7678336636
739,243580.86687472154
740,300586.52450609615
741,550667.1982753988
742,696313.3912248517
743,939917.3411824781
744,272305.6126415914
745,475788.0812783246
746,179786.79156689253
747,758116.6156351835
748,712433.5413101303
749,106046.71285292512
750,278421.631996577
751,680127.7008942447
752,433723.5976410875
753,928625.3032672234
754,298445.17652095377
755,1104110.1228477755
756,335902.4555826525
757,100284.38802461012
758,474741.43164429057
759,407930.14782471803
760,325315.4556053387
761,393289.4909937881
762,622135.729058255
763,859811.7122172095
764,823989.7423105062
765,300295.17765301326
766,-5666.180360729893
767,466245.9462724825
768,294424.43181913614
769,474996.2442397105
770,471489.2142306956
771,660936.0498062545
772,1030813.0811076424
773,1258671.1624974986
774,383907.674998907
775,613837.091374679
776,870841.8401992779
777,642102.0664569697
778,645871.3824017806
779,661402.8880777672
780,664278.4894910423
781,132787.5739253165
782,965976.4231825083
783,747000.0238307683
784,798771.190897824
785,277145.1414447645
786,486331.1992769819
787,305649.2571645238
788,120541.26002797141
789,497350.0352779685
790,939232.895034534
791,3190.7322952364048
792,431050.342333099
793,657941.1593118932
794,249590.24011664162
795,896403.1933940015
796,342482.8358995514
797,603398.8761972361
798,450500.03746606864
799,713503.7188025311
800,211670.08738682081
801,1768168.0337793608
802,474862.9616948918
803,1515711.8071844704
804,385790.35838096356
805,502042.7638242822
806,377115.2512562936
807,798156.841344048
808,767112.2838236965
809,227073.14451993175
810,170532.88343363965
811,675668.7456299034
812,234229.59638374875
813,454515.84362663643
814,346631.4851000478
815,957750.5373566299
816,394344.1975166453
817,388289.92554128566
818,962221.0802792587
819,29922.909735178982
820,1142741.041587954
821,925037.0967638063
822,747440.6446943209
823,1526531.1232886799
824,5495.625711218221
825,890102.4377193163
826,1018771.5740109131
827,584324.7670360302
828,285309.988201984
829,431035.8729640709
830,9628.218968358764
831,572279.4553441284
832,972759.1000223729
833,133226.1080133682
834,571990.4904120314
835,319968.52836097125
836,711760.4177878215
837,366576.85015366366
838,645311.8597558636
839,231668.32701535267
840,1074304.6948317476
841,346369.5259581022
842,250623.648631957
843,715104.4440503125
844,430529.93367168366
845,1121983.2680876446
846,255464.27016536443
847,137306.964297714
848,571157.8866536908
849,649078.6843333798
850,2772246.7381626708
851,457813.6156123922
852,96381.59848546359
853,419207.9847597076
854,674287.5497067374
855,397686.4608141781
856,120132.61565388634
857,383804.46537138266
858,1070095.7981367386
859,512472.5423080359
860,446736.49333883915
861,939263.3606212711
862,331763.01301367825
863,296606.6430589933
864,121418.97777113592
865,1331977.2375866752
866,661368.5852042018
867,575147.7114160736
868,249217.7955944196
869,71583.85866196838
870,546298.4949970101
871,326569.4287008267
872,196698.28822699783
873,636447.963124399
874,746937.2453083731
875,542374.6779014019
876,732005.5443978658
877,101476.05325750262
878,556993.5243374805
879,553734.4467283253
880,385348.45418769575
881,459070.925217257
882,-30971.68523402192
883,814988.4230616948
884,302965.117849436
885,257129.42195918265
886,183675.63567248848
887,1244144.0086738188
888,586525.19357352
889,397203.82170771784
890,312944.86155418307
891,510443.28323487996
892,366350.3969132403
893,569547.578571334
894,674060.7909742136
895,559492.1753227597
896,493197.1115748314
897,414865.2579100507
898,-95300.65239809983
899,764178.5071372298
900,259753.2291689379
901,347521.5767379184
902,702047.7841269235
903,349277.39226203714
904,182838.1710321108
905,901166.6037261727
906,112129.72933092306
907,729885.3753510561
908,193368.4080032612
909,586030.5539537615
910,732111.2246995253
911,285177.72377459164
912,377033.9883663779
913,870760.6241410983
914,528731.9051387797
915,381683.67389798514
916,437411.11581771856
917,363819.93473525543
918,153935.91102921322
919,308574.02107444697
920,217384.9676857686
921,612923.9859854106
922,832749.0367736841
923,863892.815099555
924,255001.86325714603
925,442282.8665201423
926,270425.43047365174
927,328762.07658229605
928,979577.9524677299
929,367691.247680565
930,595254.523951744
931,314604.5749672523
932,518262.07553718914
933,405180.39734705247
934,164589.86557388917
935,466157.5457732987
936,180173.60181100847
937,642323.0329162554
938,271248.7853681801
939,655805.308856387
940,390228.4685186106
941,531431.9490600415
942,669862.6366264081
943,586336.5775527225
944,763515.9002324468
945,586158.972955183
946,1188604.1458747042
947,497374.0208498348
948,706115.0712336629
949,699357.5198089102
950,357450.10678854
951,1448806.880446251
952,446283.2973313021
953,524852.3566094021
954,717133.6525961077
955,1128752.708255874
956,176720.02803212393
957,780808.5039529024
958,184683.13230524247
959,526415.9154832514
960,691589.9890259652
961,294780.1102155553
962,863620.987767175
963,496366.8281130239
964,299291.50130882335
965,1328229.6812252682
966,218422.37314485508
967,1574222.996203286
968,336558.5023170969
969,653953.0423581713
970,472314.3014240775
971,201385.1487682982
972,415597.7952032476
973,205179.91485820385
974,395204.2984550317
975,134145.2501142025
976,1224493.3194003212
977,616169.8516116285
978,-85077.94253754435
979,341374.09044894145
980,282144.9128009422
981,1220752.448926744
982,269091.40807512205
983,510069.1450746836
984,410719.9825900943
985,834528.6043623943
986,63009.30141139543
987,486037.04301840474
988,615170.0272409025
989,237252.79341788025
990,290553.0283186522
991,666213.8356729374
992,862767.1475552925
993,205202.22825686052
994,615877.9409812067
995,738787.0047963827
996,519437.39396166475
997,358300.5204374363
998,1602231.2127915504
999,837193.5442956052
1000,820259.3091503807
1001,218520.46283686685
1002,538251.6393231357
1003,398987.21647786687
1004,641060.017140284
1005,1107302.5432604142
1006,136207.48254039895
1007,690395.9131279576
1008,804839.5411147631
1009,449799.03957789287
1010,323965.52547406615
1011,1447175.8958193855
1012,724752.4266939068
1013,-27575.020612239576
1014,219865.77773920307
1015,1053463.5259835226
1016,732569.3923532485
1017,611144.1432537076
1018,578947.3098286256
1019,1345188.0760190524
1020,315902.0247341356
1021,546876.6678140576
1022,556445.4350826334
1023,68504.27145762625
1024,509594.47645979316
1025,511063.0964011061
1026,504452.97211720387
1027,556554.9939634426
1028,664118.452639671
1029,372412.266397409
1030,509341.360429768
1031,489980.3898820706
1032,-200342.4221130525
1033,447177.7975975069
1034,88614.65078731638
1035,432216.71718658437
1036,810976.5278439808
1037,700052.2640695289
1038,405839.9899519264
1039,305185.3540507251
1040,365286.7097436624
1041,308553.7206755363
1042,651005.2358305872
1043,1193659.9887663224
1044,814384.3365572289
1045,1142447.6615781751
1046,1117907.9886714867
1047,589054.7493245527
1048,488529.93298330286
1049,144823.3604426246
1050,1483691.4809253295
1051,162124.59588800883
1052,631192.3427880505
1053,411143.50745773665
1054,769888.8449811891
1055,628328.1559780937
1056,1119479.82542504
1057,1470002.4037396023
1058,764797.4606695183
1059,343418.9716793761
1060,260818.1697148754
1061,605044.2901144739
1062,1050133.012015074
1063,741326.6892412247
1064,776712.7536833165
1065,207125.43792890792
1066,859123.3677834546
1067,792163.1312167281
1068,833597.9495777282
1069,1790932.9944007434
1070,641319.688096691
1071,333552.36313916324
1072,493170.0499973928
1073,347663.68535819754
1074,165631.27941816946
1075,359722.8702384025
1076,651502.0560483767
1077,4603.98831043471
1078,550470.9622279084
1079,355642.223565766
1080,453741.52779048856
1081,378012.9304614803
1082,833567.3505063282
1083,152280.21491275553
1084,14906.432077934383
1085,421305.5067969449
1086,251588.82152086752
1087,506092.24130037625
1088,1560968.855698091
1089,896712.7446556744
1090,1070982.6846340639
1091,586938.3405772129
1092,347933.5446670165
1093,16321.75022042304
1094,621843.0066612132
1095,585822.2150541168
1096,664734.7120892027
1097,384258.3482683782
1098,624400.1065750204
1099,334096.3646858203
1100,258036.90179618192
1101,427784.0549626122
1102,502123.2365931488
1103,643101.8060720415
1104,303636.16976288974
1105,480698.7889151885
1106,542302.2479316553
1107,102808.7388039921
1108,454855.4656446191
1109,105149.67691672686
1110,503123.6626484863
1111,1110837.252446665
1112,567214.7444429125
1113,369893.026649129
1114,755493.086270985
1115,324939.9824061071
1116,209237.76185428863
1117,75833.14695761423
1118,1220280.6339662042
1119,218899.20155128406
1120,435502.1050662232
1121,232809.13856624765
1122,1153164.1055990295
1123,537484.4813191568
1124,654475.2407069514
1125,523013.7182540195
1126,414376.4621204721
1127,408568.9649151934
1128,454006.2537202296
1129,200933.20121414395
1130,459490.8029914906
1131,545982.1026259406
1132,1069322.1356731253
1133,365235.62036470394
1134,600192.6327173094
1135,494697.5016420806
1136,618081.7292766662
1137,588335.3954277962
1138,1350673.5265247165
1139,712048.9664834944
1140,903579.5754907365
1141,376900.24972157367
1142,-27055.932945976616
1143,306373.3887349686
1144,411016.4557051604
1145,1150914.3733396758
1146,842749.1072381343
1147,663400.7212558229
1148,279480.22388299316
1149,477477.06085448107
1150,397001.7694773618
1151,539704.7877472307
1152,1060954.6312312405
1153,1702393.4511691579
1154,185731.9059150304
1155,490015.7081616357
1156,267683.04445397924
1157,641277.5963976639
1158,626330.6990824344
1159,911645.4537357987
1160,446360.0951803881
1161,527675.045025815
1162,625952.2534325666
1163,475508.1717928279
1164,302557.2169899576
1165,876176.3443294152
1166,898424.3241845676
1167,1170693.1659393832
1168,326523.0736761108
1169,430454.71190672566
1170,1146366.8880248656
1171,221058.08945520135
1172,414895.8598918944
1173,102940.0375153555
1174,583024.9681148223
1175,718715.5371986122
1176,292690.73183313047
1177,1758656.8411948723
1178,427895.96523539466
1179,690384.3409459312
1180,439555.012295365
1181,490660.9003826983
1182,662386.1650808732
1183,293504.5941494523
1184,1203974.6424758262
1185,500830.1141472984
1186,699606.3400141004
1187,553404.7432633828
1188,459609.7439337197
1189,560375.2281275989
1190,709529.5663415869
1191,367949.38801847736
1192,203230.69536281767
1193,785759.5934087207
1194,515225.19475655945
1195,541165.9538677515
1196,693860.0612765806
1197,128342.73749016278
1198,533729.3707595583
1199,628417.6365417033
1200,852058.9708026227
1201,323218.35291867494
1202,584496.9850626618
1203,204834.65116652037
1204,1244964.3140253965
1205,1105799.962595508
1206,359087.1698606685
1207,737815.6339911552
1208,1143961.7819881947
1209,345263.44656254153
1210,238813.92089509085
1211,598579.8080944606
1212,448814.42274911585
1213,144566.2707317659
1214,91715.5630946104
1215,1257587.1134888502
1216,369787.85798013886
1217,766876.1339017635
1218,686990.9109978683
1219,1106816.340580023
1220,236507.05096884433
1221,812447.9165502819
1222,948767.7547572019
1223,400872.21041061904
1224,342787.5775282469
1225,355368.0807124692
1226,257309.98321423796
1227,374657.12034737016
1228,192585.8522231168
1229,129999.72810907185
1230,1152029.6157469256
1231,491468.1761814677
1232,817713.9133566251
1233,954760.5415768268
1234,933315.4929638716
1235,433819.86311404884
1236,796437.3443564025
1237,231034.61297559383
1238,460774.40895244817
1239,806641.7193285406
1240,252024.55975731777
1241,351035.79748178925
1242,328727.3568119636
1243,708723.860728845
1244,550528.8958699337
1245,1034249.2688961729
1246,95235.33862403879
1247,733151.5741096312
1248,742823.8231683947
1249,369969.28449787176
1250,483870.4678378141
1251,618918.6617958815
1252,567671.9690334903
1253,571849.8734882791
1254,317007.4697725837
1255,1333315.0065228944
1256,284608.85938764724
1257,819238.5716301514
1258,342008.4124867058
1259,595494.1580890192
1260,365712.7163877727
1261,1220191.475751671
1262,806956.8209270808
1263,788710.3359932618
1264,574477.2059460335
1265,719278.7373879157
1266,1157248.769884991
1267,974696.0923319735
1268,908861.9520427632
1269,692557.350275405
1270,98167.40790850128
1271,178041.9565934647
1272,282302.4934461503
1273,935252.8571241744
1274,396800.03172166494
1275,1217372.471996469
1276,518826.00269161933
1277,1069281.9487704895
1278,352265.05294534005
1279,106350.97762443719
1280,685895.7235635892
1281,46175.438550045656
1282,270215.0148742223
1283,1784805.9185412815
1284,607631.6294992989
1285,749941.6787878529
1286,317970.34464584757
1287,600981.0407340681
1288,594199.1096651492
1289,423227.5783727048
1290,690085.9347031711
1291,289916.79103317705
1292,563553.7225629238
1293,301069.54347708693
1294,542963.7091739768
1295,875572.8817871759
1296,537032.7613692418
1297,602802.867366013
1298,171669.72789385787
1299,-160746.83233468642
1300,831865.1076402689
1301,637690.1543681753
1302,332370.53031018283
1303,263107.76778391487
1304,158613.88103058847
1305,1351541.3640845772
1306,435605.4863417648
1307,822245.716637374
1308,523523.36639478104
1309,44990.253363228636
1310,110400.85970454453
1311,487035.28740310937
1312,455858.3688948004
1313,324862.08257375937
1314,566073.4094624402
1315,586970.4798502165
1316,346781.21337884176
1317,545272.4833996498
1318,272805.26679565
1319,526312.3381947714
1320,326856.0276754276
1321,490050.1069051457
1322,236698.1122979687
1323,744580.5435916049
1324,476445.3131754772
1325,905313.5592366724
1326,370092.4137716632
1327,511953.7602986939
1328,589069.7248849812
1329,458472.0460739344
1330,361752.1723047163
1331,869050.5953988036
1332,459769.41808311874
1333,1107379.3970191777
1334,376279.4540964683
1335,340901.8952554554
1336,-134764.09763232202
1337,629785.1379835965
1338,691100.2395210932
1339,148507.95112223178
1340,735606.3546918426
1341,270571.5257966403
1342,199457.49003881554
1343,755966.8538136455
1344,101886.13039206364
1345,660564.320775069
1346,150967.71060169983
1347,518377.94327787124
1348,314943.3668020761
1349,118655.62184458436
1350,1609271.4968248932
1351,249141.61947145127
1352,304630.99864287395
1353,823044.9660980044
1354,378354.9576643895
1355,444415.43162083044
1356,609665.5279230663
1357,1136433.6573466524
1358,461836.71925866813
1359,1290678.2060864735
